**************************************************
Checking constraint violation of QuadrupleStance:
******************************************************************************
Domain: QuadrupleStance 	Constraint: timeDuration 	Node: 1 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
5.00000000E-01 4.50493220E-01 2.00000000E+00
$$ Lower bound violated: -4.95067800E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intX 	Node: 2 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.19176101E-04 1.00000000E-04
-1.00000000E-04 -1.37131860E-04 1.00000000E-04
-1.00000000E-04 -5.12463187E-06 1.00000000E-04
-1.00000000E-04 3.35846238E-03 1.00000000E-04
-1.00000000E-04 -6.53998995E-03 1.00000000E-04
-1.00000000E-04 1.27218641E-02 1.00000000E-04
-1.00000000E-04 2.46323965E-03 1.00000000E-04
-1.00000000E-04 6.81008208E-03 1.00000000E-04
-1.00000000E-04 -1.31361525E-02 1.00000000E-04
-1.00000000E-04 7.12952472E-04 1.00000000E-04
-1.00000000E-04 6.42806039E-03 1.00000000E-04
-1.00000000E-04 -1.25707681E-02 1.00000000E-04
-1.00000000E-04 3.82110719E-03 1.00000000E-04
-1.00000000E-04 -6.58205681E-03 1.00000000E-04
-1.00000000E-04 1.28851619E-02 1.00000000E-04
-1.00000000E-04 1.92981518E-05 1.00000000E-04
-1.00000000E-04 1.37709148E-06 1.00000000E-04
-1.00000000E-04 2.18390212E-05 1.00000000E-04
-1.00000000E-04 -2.10368372E-06 1.00000000E-04
-1.00000000E-04 3.43420025E-05 1.00000000E-04
-1.00000000E-04 -3.57446540E-07 1.00000000E-04
-1.00000000E-04 -4.07891940E-04 1.00000000E-04
-1.00000000E-04 1.04168250E-04 1.00000000E-04
-1.00000000E-04 -1.94642518E-04 1.00000000E-04
-1.00000000E-04 -5.21128218E-04 1.00000000E-04
-1.00000000E-04 -1.20407573E-04 1.00000000E-04
-1.00000000E-04 2.11879301E-04 1.00000000E-04
-1.00000000E-04 -4.92845407E-04 1.00000000E-04
-1.00000000E-04 -1.86472426E-04 1.00000000E-04
-1.00000000E-04 3.37333076E-04 1.00000000E-04
-1.00000000E-04 2.18212159E-04 1.00000000E-04
-1.00000000E-04 1.87690911E-04 1.00000000E-04
-1.00000000E-04 -3.43606880E-04 1.00000000E-04
$$ Lower bound violated: -1.30361525E-02 
$$ Upper bound violated: 1.27851619E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 8 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.52922125E-04 1.00000000E-04
-1.00000000E-04 2.06481334E-05 1.00000000E-04
-1.00000000E-04 -1.39067482E-03 1.00000000E-04
-1.00000000E-04 -4.83874561E-05 1.00000000E-04
-1.00000000E-04 -2.68880351E-04 1.00000000E-04
-1.00000000E-04 -1.34288833E-06 1.00000000E-04
-1.00000000E-04 3.70275623E-04 1.00000000E-04
-1.00000000E-04 -7.07882300E-03 1.00000000E-04
-1.00000000E-04 1.35330479E-02 1.00000000E-04
-1.00000000E-04 -2.56640405E-03 1.00000000E-04
-1.00000000E-04 7.00468527E-03 1.00000000E-04
-1.00000000E-04 -1.33894603E-02 1.00000000E-04
-1.00000000E-04 -1.51287795E-03 1.00000000E-04
-1.00000000E-04 7.32767160E-03 1.00000000E-04
-1.00000000E-04 -1.40818449E-02 1.00000000E-04
-1.00000000E-04 4.67713145E-04 1.00000000E-04
-1.00000000E-04 -7.25600817E-03 1.00000000E-04
-1.00000000E-04 1.39236247E-02 1.00000000E-04
-1.00000000E-04 1.09074386E-06 1.00000000E-04
-1.00000000E-04 -8.88444669E-07 1.00000000E-04
-1.00000000E-04 1.15822338E-05 1.00000000E-04
-1.00000000E-04 1.37556815E-08 1.00000000E-04
-1.00000000E-04 -5.12316716E-06 1.00000000E-04
-1.00000000E-04 -4.26438078E-07 1.00000000E-04
-1.00000000E-04 -1.91320838E-04 1.00000000E-04
-1.00000000E-04 1.20728435E-04 1.00000000E-04
-1.00000000E-04 -2.19225286E-04 1.00000000E-04
-1.00000000E-04 -2.45178960E-04 1.00000000E-04
-1.00000000E-04 -1.20824224E-04 1.00000000E-04
-1.00000000E-04 2.17634865E-04 1.00000000E-04
-1.00000000E-04 1.76022699E-04 1.00000000E-04
-1.00000000E-04 -1.24730359E-04 1.00000000E-04
-1.00000000E-04 2.29957741E-04 1.00000000E-04
-1.00000000E-04 6.52016874E-04 1.00000000E-04
-1.00000000E-04 1.30287665E-04 1.00000000E-04
-1.00000000E-04 -2.28078601E-04 1.00000000E-04
$$ Lower bound violated: -1.39818449E-02 
$$ Upper bound violated: 1.38236247E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 10 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.45582083E-04 1.00000000E-04
-1.00000000E-04 -2.60501900E-05 1.00000000E-04
-1.00000000E-04 -1.39933771E-03 1.00000000E-04
-1.00000000E-04 4.65608942E-05 1.00000000E-04
-1.00000000E-04 -2.39353704E-04 1.00000000E-04
-1.00000000E-04 -6.70458932E-07 1.00000000E-04
-1.00000000E-04 5.81425337E-04 1.00000000E-04
-1.00000000E-04 -8.07039908E-03 1.00000000E-04
-1.00000000E-04 1.52342622E-02 1.00000000E-04
-1.00000000E-04 -5.73655289E-05 1.00000000E-04
-1.00000000E-04 8.14825774E-03 1.00000000E-04
-1.00000000E-04 -1.53551719E-02 1.00000000E-04
-1.00000000E-04 3.08506430E-03 1.00000000E-04
-1.00000000E-04 8.39562972E-03 1.00000000E-04
-1.00000000E-04 -1.58675596E-02 1.00000000E-04
-1.00000000E-04 -1.17036870E-03 1.00000000E-04
-1.00000000E-04 -8.41773020E-03 1.00000000E-04
-1.00000000E-04 1.59174389E-02 1.00000000E-04
-1.00000000E-04 2.05108848E-05 1.00000000E-04
-1.00000000E-04 8.07989647E-06 1.00000000E-04
-1.00000000E-04 9.73527327E-06 1.00000000E-04
-1.00000000E-04 -1.61184594E-05 1.00000000E-04
-1.00000000E-04 3.80073407E-05 1.00000000E-04
-1.00000000E-04 -4.98790128E-08 1.00000000E-04
-1.00000000E-04 9.52165872E-06 1.00000000E-04
-1.00000000E-04 2.68832273E-05 1.00000000E-04
-1.00000000E-04 -4.04004633E-05 1.00000000E-04
-1.00000000E-04 -1.49847990E-04 1.00000000E-04
-1.00000000E-04 -5.60082439E-05 1.00000000E-04
-1.00000000E-04 9.68873883E-05 1.00000000E-04
-1.00000000E-04 3.28992887E-04 1.00000000E-04
-1.00000000E-04 -1.00258748E-04 1.00000000E-04
-1.00000000E-04 1.81300606E-04 1.00000000E-04
-1.00000000E-04 -1.25718246E-04 1.00000000E-04
-1.00000000E-04 1.30683497E-04 1.00000000E-04
-1.00000000E-04 -2.36948819E-04 1.00000000E-04
$$ Lower bound violated: -1.57675596E-02 
$$ Upper bound violated: 1.58174389E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 12 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -3.49514348E-04 1.00000000E-04
-1.00000000E-04 -9.27558408E-05 1.00000000E-04
-1.00000000E-04 -1.56094772E-03 1.00000000E-04
-1.00000000E-04 1.72540496E-04 1.00000000E-04
-1.00000000E-04 -6.26527666E-04 1.00000000E-04
-1.00000000E-04 1.19223053E-06 1.00000000E-04
-1.00000000E-04 -2.45009530E-03 1.00000000E-04
-1.00000000E-04 -9.20914965E-03 1.00000000E-04
-1.00000000E-04 1.72290114E-02 1.00000000E-04
-1.00000000E-04 9.88190120E-04 1.00000000E-04
-1.00000000E-04 9.54170285E-03 1.00000000E-04
-1.00000000E-04 -1.78448802E-02 1.00000000E-04
-1.00000000E-04 -1.60526616E-04 1.00000000E-04
-1.00000000E-04 1.03072171E-02 1.00000000E-04
-1.00000000E-04 -1.93476729E-02 1.00000000E-04
-1.00000000E-04 -6.25485450E-03 1.00000000E-04
-1.00000000E-04 -1.06892180E-02 1.00000000E-04
-1.00000000E-04 1.99824213E-02 1.00000000E-04
-1.00000000E-04 2.79929006E-05 1.00000000E-04
-1.00000000E-04 1.37537043E-05 1.00000000E-04
-1.00000000E-04 1.76598169E-05 1.00000000E-04
-1.00000000E-04 -2.60710507E-05 1.00000000E-04
-1.00000000E-04 5.67592438E-05 1.00000000E-04
-1.00000000E-04 8.27631391E-08 1.00000000E-04
-1.00000000E-04 -1.51274431E-04 1.00000000E-04
-1.00000000E-04 -8.90723676E-05 1.00000000E-04
-1.00000000E-04 1.50519900E-04 1.00000000E-04
-1.00000000E-04 -3.88526947E-05 1.00000000E-04
-1.00000000E-04 3.34265591E-05 1.00000000E-04
-1.00000000E-04 -4.56928005E-05 1.00000000E-04
-1.00000000E-04 8.77661240E-09 1.00000000E-04
-1.00000000E-04 -4.73239805E-05 1.00000000E-04
-1.00000000E-04 9.32706799E-05 1.00000000E-04
-1.00000000E-04 2.21336697E-04 1.00000000E-04
-1.00000000E-04 1.04823090E-04 1.00000000E-04
-1.00000000E-04 -1.98826715E-04 1.00000000E-04
$$ Lower bound violated: -1.92476729E-02 
$$ Upper bound violated: 1.98824213E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 14 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -4.47290894E-04 1.00000000E-04
-1.00000000E-04 -1.16345075E-04 1.00000000E-04
-1.00000000E-04 -1.91398063E-03 1.00000000E-04
-1.00000000E-04 2.27104309E-04 1.00000000E-04
-1.00000000E-04 -8.20380330E-04 1.00000000E-04
-1.00000000E-04 1.26494532E-06 1.00000000E-04
-1.00000000E-04 -4.45700235E-03 1.00000000E-04
-1.00000000E-04 -1.10252454E-02 1.00000000E-04
-1.00000000E-04 2.05916850E-02 1.00000000E-04
-1.00000000E-04 -1.70691648E-03 1.00000000E-04
-1.00000000E-04 1.13793491E-02 1.00000000E-04
-1.00000000E-04 -2.12907299E-02 1.00000000E-04
-1.00000000E-04 -7.54108148E-05 1.00000000E-04
-1.00000000E-04 1.24382580E-02 1.00000000E-04
-1.00000000E-04 -2.33157579E-02 1.00000000E-04
-1.00000000E-04 2.20156965E-03 1.00000000E-04
-1.00000000E-04 -1.28033285E-02 1.00000000E-04
-1.00000000E-04 2.39974574E-02 1.00000000E-04
-1.00000000E-04 -2.02695826E-06 1.00000000E-04
-1.00000000E-04 9.91294182E-06 1.00000000E-04
-1.00000000E-04 3.51183641E-05 1.00000000E-04
-1.00000000E-04 -2.08609468E-05 1.00000000E-04
-1.00000000E-04 -3.49440030E-07 1.00000000E-04
-1.00000000E-04 3.28979206E-09 1.00000000E-04
-1.00000000E-04 1.46490056E-04 1.00000000E-04
-1.00000000E-04 -1.35655401E-04 1.00000000E-04
-1.00000000E-04 2.08261843E-04 1.00000000E-04
-1.00000000E-04 2.14790820E-04 1.00000000E-04
-1.00000000E-04 1.14023088E-04 1.00000000E-04
-1.00000000E-04 -1.54219327E-04 1.00000000E-04
-1.00000000E-04 5.33731041E-04 1.00000000E-04
-1.00000000E-04 1.36733442E-04 1.00000000E-04
-1.00000000E-04 -2.02591068E-04 1.00000000E-04
-1.00000000E-04 -1.04382530E-04 1.00000000E-04
-1.00000000E-04 -1.00635737E-04 1.00000000E-04
-1.00000000E-04 1.46330993E-04 1.00000000E-04
$$ Lower bound violated: -2.32157579E-02 
$$ Upper bound violated: 2.38974574E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 16 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -2.95308645E-04 1.00000000E-04
-1.00000000E-04 -1.43063751E-04 1.00000000E-04
-1.00000000E-04 -2.48203897E-03 1.00000000E-04
-1.00000000E-04 2.96908462E-04 1.00000000E-04
-1.00000000E-04 -5.64962061E-04 1.00000000E-04
-1.00000000E-04 3.37751613E-06 1.00000000E-04
-1.00000000E-04 -8.66111495E-04 1.00000000E-04
-1.00000000E-04 -1.25661459E-02 1.00000000E-04
-1.00000000E-04 2.37221382E-02 1.00000000E-04
-1.00000000E-04 -1.61561256E-03 1.00000000E-04
-1.00000000E-04 1.28339164E-02 1.00000000E-04
-1.00000000E-04 -2.42533464E-02 1.00000000E-04
-1.00000000E-04 -1.46852856E-03 1.00000000E-04
-1.00000000E-04 1.30434795E-02 1.00000000E-04
-1.00000000E-04 -2.47325169E-02 1.00000000E-04
-1.00000000E-04 -6.14234598E-04 1.00000000E-04
-1.00000000E-04 -1.33031826E-02 1.00000000E-04
-1.00000000E-04 2.52175920E-02 1.00000000E-04
-1.00000000E-04 -2.41200734E-05 1.00000000E-04
-1.00000000E-04 -2.30905160E-05 1.00000000E-04
-1.00000000E-04 5.58986754E-05 1.00000000E-04
-1.00000000E-04 3.63986180E-05 1.00000000E-04
-1.00000000E-04 -4.32259853E-05 1.00000000E-04
-1.00000000E-04 1.95278531E-08 1.00000000E-04
-1.00000000E-04 3.57212088E-04 1.00000000E-04
-1.00000000E-04 -2.49646819E-04 1.00000000E-04
-1.00000000E-04 3.99906848E-04 1.00000000E-04
-1.00000000E-04 5.87342703E-04 1.00000000E-04
-1.00000000E-04 3.83701083E-04 1.00000000E-04
-1.00000000E-04 -6.38550285E-04 1.00000000E-04
-1.00000000E-04 -1.04648006E-03 1.00000000E-04
-1.00000000E-04 2.79590524E-04 1.00000000E-04
-1.00000000E-04 -4.77380941E-04 1.00000000E-04
-1.00000000E-04 -6.87222596E-04 1.00000000E-04
-1.00000000E-04 -4.31557996E-04 1.00000000E-04
-1.00000000E-04 7.28746738E-04 1.00000000E-04
$$ Lower bound violated: -2.46325169E-02 
$$ Upper bound violated: 2.51175920E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 18 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -3.34103710E-04 1.00000000E-04
-1.00000000E-04 -1.18888747E-04 1.00000000E-04
-1.00000000E-04 -3.19366042E-03 1.00000000E-04
-1.00000000E-04 2.91204905E-04 1.00000000E-04
-1.00000000E-04 -6.33087377E-04 1.00000000E-04
-1.00000000E-04 7.09268537E-06 1.00000000E-04
-1.00000000E-04 -8.40962560E-04 1.00000000E-04
-1.00000000E-04 -9.59237220E-03 1.00000000E-04
-1.00000000E-04 1.90868137E-02 1.00000000E-04
-1.00000000E-04 -5.25483562E-03 1.00000000E-04
-1.00000000E-04 9.58898315E-03 1.00000000E-04
-1.00000000E-04 -1.91691232E-02 1.00000000E-04
-1.00000000E-04 1.44629956E-03 1.00000000E-04
-1.00000000E-04 1.10276650E-02 1.00000000E-04
-1.00000000E-04 -2.17484723E-02 1.00000000E-04
-1.00000000E-04 -1.94296235E-03 1.00000000E-04
-1.00000000E-04 -1.09851638E-02 1.00000000E-04
-1.00000000E-04 2.17301303E-02 1.00000000E-04
-1.00000000E-04 5.84713880E-06 1.00000000E-04
-1.00000000E-04 9.64451055E-06 1.00000000E-04
-1.00000000E-04 -1.12531061E-05 1.00000000E-04
-1.00000000E-04 -2.12901672E-05 1.00000000E-04
-1.00000000E-04 1.01421374E-05 1.00000000E-04
-1.00000000E-04 -7.51133120E-07 1.00000000E-04
-1.00000000E-04 -4.32620037E-04 1.00000000E-04
-1.00000000E-04 -1.03045866E-03 1.00000000E-04
-1.00000000E-04 1.80271711E-03 1.00000000E-04
-1.00000000E-04 8.72057933E-04 1.00000000E-04
-1.00000000E-04 9.77363917E-04 1.00000000E-04
-1.00000000E-04 -1.70460016E-03 1.00000000E-04
-1.00000000E-04 -2.90504300E-04 1.00000000E-04
-1.00000000E-04 8.95056719E-04 1.00000000E-04
-1.00000000E-04 -1.58416816E-03 1.00000000E-04
-1.00000000E-04 6.39382330E-04 1.00000000E-04
-1.00000000E-04 -8.50068498E-04 1.00000000E-04
-1.00000000E-04 1.49312266E-03 1.00000000E-04
$$ Lower bound violated: -2.16484723E-02 
$$ Upper bound violated: 2.16301303E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: intXdot 	Node: 20 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -7.63339671E-05 1.00000000E-04
-1.00000000E-04 1.07773250E-04 1.00000000E-04
-1.00000000E-04 -1.88559228E-03 1.00000000E-04
-1.00000000E-04 -1.20331849E-04 1.00000000E-04
-1.00000000E-04 -1.49424065E-04 1.00000000E-04
-1.00000000E-04 6.04706715E-06 1.00000000E-04
-1.00000000E-04 -2.38986157E-03 1.00000000E-04
-1.00000000E-04 9.76467990E-05 1.00000000E-04
-1.00000000E-04 1.56230080E-03 1.00000000E-04
-1.00000000E-04 -6.04133744E-03 1.00000000E-04
-1.00000000E-04 -2.61284233E-04 1.00000000E-04
-1.00000000E-04 -1.28706406E-03 1.00000000E-04
-1.00000000E-04 1.78292812E-02 1.00000000E-04
-1.00000000E-04 3.45747248E-04 1.00000000E-04
-1.00000000E-04 -2.20467328E-03 1.00000000E-04
-1.00000000E-04 -6.40836458E-03 1.00000000E-04
-1.00000000E-04 4.71327595E-05 1.00000000E-04
-1.00000000E-04 1.61076375E-03 1.00000000E-04
-1.00000000E-04 -6.30186034E-05 1.00000000E-04
-1.00000000E-04 -4.49204261E-05 1.00000000E-04
-1.00000000E-04 -2.21633810E-04 1.00000000E-04
-1.00000000E-04 1.00975489E-04 1.00000000E-04
-1.00000000E-04 -9.05147882E-05 1.00000000E-04
-1.00000000E-04 6.69514388E-07 1.00000000E-04
-1.00000000E-04 -6.66109717E-05 1.00000000E-04
-1.00000000E-04 1.21900936E-03 1.00000000E-04
-1.00000000E-04 -2.00161642E-03 1.00000000E-04
-1.00000000E-04 -1.10272404E-03 1.00000000E-04
-1.00000000E-04 -1.18968486E-03 1.00000000E-04
-1.00000000E-04 1.92225698E-03 1.00000000E-04
-1.00000000E-04 2.10030024E-04 1.00000000E-04
-1.00000000E-04 -6.48429624E-04 1.00000000E-04
-1.00000000E-04 9.75758195E-04 1.00000000E-04
-1.00000000E-04 3.33004613E-04 1.00000000E-04
-1.00000000E-04 6.22816658E-04 1.00000000E-04
-1.00000000E-04 -9.12222038E-04 1.00000000E-04
$$ Lower bound violated: -6.30836458E-03 
$$ Upper bound violated: 1.77292812E-02 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 1 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.37234898E+00 1.00000000E-04
-1.00000000E-04 -1.00888300E-01 1.00000000E-04
-1.00000000E-04 -8.63620431E-04 1.00000000E-04
-1.00000000E-04 -5.95389334E-02 1.00000000E-04
-1.00000000E-04 5.59545144E-01 1.00000000E-04
-1.00000000E-04 8.19676175E-01 1.00000000E-04
-1.00000000E-04 6.62601521E-02 1.00000000E-04
-1.00000000E-04 2.26073700E-03 1.00000000E-04
-1.00000000E-04 9.80624471E-06 1.00000000E-04
-1.00000000E-04 -6.91033308E-02 1.00000000E-04
-1.00000000E-04 -2.78883836E-03 1.00000000E-04
-1.00000000E-04 -6.93899217E-05 1.00000000E-04
-1.00000000E-04 -5.76166718E-02 1.00000000E-04
-1.00000000E-04 1.78592230E-03 1.00000000E-04
-1.00000000E-04 2.35164832E-05 1.00000000E-04
-1.00000000E-04 6.50774638E-02 1.00000000E-04
-1.00000000E-04 -2.05608054E-03 1.00000000E-04
-1.00000000E-04 6.65717018E-06 1.00000000E-04
$$ Lower bound violated: -1.37224898E+00 
$$ Upper bound violated: 8.19576175E-01 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 2 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.62637085E-01 1.00000000E-04
-1.00000000E-04 -7.64088499E-02 1.00000000E-04
-1.00000000E-04 -7.97002152E-03 1.00000000E-04
-1.00000000E-04 -4.39568699E-02 1.00000000E-04
-1.00000000E-04 -1.75370678E-01 1.00000000E-04
-1.00000000E-04 9.23573067E-01 1.00000000E-04
-1.00000000E-04 4.53005035E-02 1.00000000E-04
-1.00000000E-04 -4.90180127E-03 1.00000000E-04
-1.00000000E-04 -7.68260201E-05 1.00000000E-04
-1.00000000E-04 -4.80364142E-02 1.00000000E-04
-1.00000000E-04 4.11661103E-03 1.00000000E-04
-1.00000000E-04 -8.26944314E-05 1.00000000E-04
-1.00000000E-04 -4.13519195E-02 1.00000000E-04
-1.00000000E-04 1.43059570E-03 1.00000000E-04
-1.00000000E-04 5.60836751E-05 1.00000000E-04
-1.00000000E-04 4.58440914E-02 1.00000000E-04
-1.00000000E-04 -1.37985482E-03 1.00000000E-04
-1.00000000E-04 -3.48647295E-05 1.00000000E-04
$$ Lower bound violated: -1.75270678E-01 
$$ Upper bound violated: 9.23473067E-01 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 3 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 4.04028507E-01 1.00000000E-04
-1.00000000E-04 -3.85195366E-02 1.00000000E-04
-1.00000000E-04 5.28931977E-04 1.00000000E-04
-1.00000000E-04 -2.93883209E-02 1.00000000E-04
-1.00000000E-04 -2.88685307E-01 1.00000000E-04
-1.00000000E-04 1.00665858E+00 1.00000000E-04
-1.00000000E-04 3.80519307E-02 1.00000000E-04
-1.00000000E-04 7.13091323E-04 1.00000000E-04
-1.00000000E-04 -2.33460476E-05 1.00000000E-04
-1.00000000E-04 -4.06782793E-02 1.00000000E-04
-1.00000000E-04 -1.09680967E-03 1.00000000E-04
-1.00000000E-04 -8.21405431E-05 1.00000000E-04
-1.00000000E-04 -3.73593400E-02 1.00000000E-04
-1.00000000E-04 -1.07551181E-03 1.00000000E-04
-1.00000000E-04 6.21516039E-05 1.00000000E-04
-1.00000000E-04 4.03321969E-02 1.00000000E-04
-1.00000000E-04 1.54785426E-03 1.00000000E-04
-1.00000000E-04 -3.66119600E-05 1.00000000E-04
$$ Lower bound violated: -2.88585307E-01 
$$ Upper bound violated: 1.00655858E+00 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 4 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 2.34593099E-01 1.00000000E-04
-1.00000000E-04 -2.43986292E-03 1.00000000E-04
-1.00000000E-04 1.77550019E-03 1.00000000E-04
-1.00000000E-04 -9.53693985E-03 1.00000000E-04
-1.00000000E-04 -1.92094987E-01 1.00000000E-04
-1.00000000E-04 1.06956871E+00 1.00000000E-04
-1.00000000E-04 3.94305887E-02 1.00000000E-04
-1.00000000E-04 3.16710930E-03 1.00000000E-04
-1.00000000E-04 -5.45163600E-05 1.00000000E-04
-1.00000000E-04 -4.22260534E-02 1.00000000E-04
-1.00000000E-04 -3.63846682E-03 1.00000000E-04
-1.00000000E-04 -3.59912113E-05 1.00000000E-04
-1.00000000E-04 -4.02143223E-02 1.00000000E-04
-1.00000000E-04 -1.19989175E-03 1.00000000E-04
-1.00000000E-04 5.67730797E-05 1.00000000E-04
-1.00000000E-04 4.20683864E-02 1.00000000E-04
-1.00000000E-04 1.73408426E-03 1.00000000E-04
-1.00000000E-04 -3.74607875E-05 1.00000000E-04
$$ Lower bound violated: -1.91994987E-01 
$$ Upper bound violated: 1.06946871E+00 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 5 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.94286087E-01 1.00000000E-04
-1.00000000E-04 2.58207350E-03 1.00000000E-04
-1.00000000E-04 6.71871747E-03 1.00000000E-04
-1.00000000E-04 1.33571464E-03 1.00000000E-04
-1.00000000E-04 -1.40775554E-01 1.00000000E-04
-1.00000000E-04 1.11386605E+00 1.00000000E-04
-1.00000000E-04 4.57234680E-02 1.00000000E-04
-1.00000000E-04 6.69748922E-03 1.00000000E-04
-1.00000000E-04 -5.30266103E-05 1.00000000E-04
-1.00000000E-04 -4.80031372E-02 1.00000000E-04
-1.00000000E-04 -6.46401870E-03 1.00000000E-04
-1.00000000E-04 -1.43405666E-05 1.00000000E-04
-1.00000000E-04 -4.58737275E-02 1.00000000E-04
-1.00000000E-04 -4.76330000E-03 1.00000000E-04
-1.00000000E-04 2.49205434E-05 1.00000000E-04
-1.00000000E-04 4.68761696E-02 1.00000000E-04
-1.00000000E-04 4.38480021E-03 1.00000000E-04
-1.00000000E-04 -1.83841801E-05 1.00000000E-04
$$ Lower bound violated: -1.40675554E-01 
$$ Upper bound violated: 1.11376605E+00 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 6 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.10379694E-01 1.00000000E-04
-1.00000000E-04 -1.42241884E-03 1.00000000E-04
-1.00000000E-04 5.20486822E-03 1.00000000E-04
-1.00000000E-04 1.58090389E-03 1.00000000E-04
-1.00000000E-04 -9.68194761E-02 1.00000000E-04
-1.00000000E-04 1.15230007E+00 1.00000000E-04
-1.00000000E-04 5.48897198E-02 1.00000000E-04
-1.00000000E-04 6.24374341E-03 1.00000000E-04
-1.00000000E-04 -1.12600020E-04 1.00000000E-04
-1.00000000E-04 -5.70426095E-02 1.00000000E-04
-1.00000000E-04 -6.89552588E-03 1.00000000E-04
-1.00000000E-04 1.32661767E-05 1.00000000E-04
-1.00000000E-04 -5.35929970E-02 1.00000000E-04
-1.00000000E-04 -5.16782981E-03 1.00000000E-04
-1.00000000E-04 4.21712430E-05 1.00000000E-04
-1.00000000E-04 5.47611079E-02 1.00000000E-04
-1.00000000E-04 5.60473885E-03 1.00000000E-04
-1.00000000E-04 -3.66888291E-05 1.00000000E-04
$$ Lower bound violated: -9.67194761E-02 
$$ Upper bound violated: 1.15220007E+00 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 7 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 6.74656771E-02 1.00000000E-04
-1.00000000E-04 -1.38666450E-02 1.00000000E-04
-1.00000000E-04 1.27667333E-02 1.00000000E-04
-1.00000000E-04 4.43830686E-03 1.00000000E-04
-1.00000000E-04 -5.26652279E-02 1.00000000E-04
-1.00000000E-04 1.16000221E+00 1.00000000E-04
-1.00000000E-04 6.53635911E-02 1.00000000E-04
-1.00000000E-04 1.13798760E-02 1.00000000E-04
-1.00000000E-04 -7.78773305E-05 1.00000000E-04
-1.00000000E-04 -6.73922982E-02 1.00000000E-04
-1.00000000E-04 -1.12598395E-02 1.00000000E-04
-1.00000000E-04 2.86893372E-05 1.00000000E-04
-1.00000000E-04 -6.23499540E-02 1.00000000E-04
-1.00000000E-04 -8.98644618E-03 1.00000000E-04
-1.00000000E-04 1.70879122E-05 1.00000000E-04
-1.00000000E-04 6.33206526E-02 1.00000000E-04
-1.00000000E-04 8.77189578E-03 1.00000000E-04
-1.00000000E-04 -2.46697894E-05 1.00000000E-04
$$ Lower bound violated: -6.72922982E-02 
$$ Upper bound violated: 1.15990221E+00 
******************************************************************************
Domain: QuadrupleStance 	Constraint: dynamics_equation 	Node: 8 
------------------------------------------------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 3.22468537E-03 1.00000000E-04
-1.00000000E-04 -3.65028139E-03 1.00000000E-04
-1.00000000E-04 8.38826457E-03 1.00000000E-04
-1.00000000E-04 8.48307972E-03 1.00000000E-04
-1.00000000E-04 -1.76319639E-02 1.00000000E-04
-1.00000000E-04 1.15017217E+00 1.00000000E-04
-1.00000000E-04 7.62219877E-02 1.00000000E-04
-1.00000000E-04 9.49633180E-03 1.00000000E-04
-1.00000000E-04 -1.17184091E-04 1.00000000E-04
-1.00000000E-04 -7.78862181E-02 1.00000000E-04
-1.00000000E-04 -7.73388103E-03 1.00000000E-04
-1.00000000E-04 5.49716458E-05 1.00000000E-04
